[2025-08-19 02:33:36] [INFO    ] discord.client: logging in using static token
[2025-08-19 02:33:38] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:33:38] [DEBUG   ] discord.state: Processed a chunk for 656 members in guild ID 1355766444742148257.
[2025-08-19 02:33:39] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-08-19 02:33:39] [DEBUG   ] discord.client: Dispatching event ready
[2025-08-19 02:34:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 4, 'op': 0, 'd': {'member': {'user': {'username': '0001956', 'public_flags': 0, 'primary_guild': None, 'id': '493116034686124042', 'global_name': 'Смерть в нищите', 'display_name_styles': None, 'display_name': 'Смерть в нищите', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '1a0922d243c1694f38c39957a2831f43'}, 'roles': ['1355879429624172565'], 'premium_since': None, 'pending': False, 'nick': 'Xvideos', 'mute': False, 'joined_at': '2025-03-30T04:51:49.549000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '493116034686124042', 'suppress': False, 'session_id': 'd1bdb0a15d956b30233dea5955e2ceb9', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1355766444742148257', 'discoverable': True, 'deaf': False, 'channel_id': None}}
[2025-08-19 02:34:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:34:18] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-08-19 02:34:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 4.
[2025-08-19 02:34:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 02:34:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-18T21:34:20.007000+00:00', 'pinned': False, 'nonce': '4134918184087178548', 'mentions': [{'username': '0001956', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1355879429624172565'], 'premium_since': None, 'pending': False, 'nick': 'Xvideos', 'mute': False, 'joined_at': '2025-03-30T04:51:49.549000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '493116034686124042', 'global_name': 'Смерть в нищите', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '1a0922d243c1694f38c39957a2831f43'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1355879915500605481', '1407103107795521722'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-18T20:45:23.715000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1407115423937335327', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!leave <@493116034686124042>', 'components': [], 'channel_type': 0, 'channel_id': '1407081468525805748', 'author': {'username': 'Dengo_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1407101642209497158', 'global_name': None, 'display_name_styles': None, 'discriminator': '0593', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1355766444742148257'}}
[2025-08-19 02:34:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:34:19] [DEBUG   ] discord.client: Dispatching event message
[2025-08-19 02:34:19] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1407081468525805748/messages with {"content":"!leave <@493116034686124042>","components":[],"nonce":"4134918184087178548","enforce_nonce":true,"tts":false} has returned 200
[2025-08-19 02:34:19] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-08-19 02:34:19] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1407081468525805748/messages has received {'type': 0, 'content': '!leave <@493116034686124042>', 'mentions': [{'id': '493116034686124042', 'username': '0001956', 'avatar': '1a0922d243c1694f38c39957a2831f43', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Смерть в нищите', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-18T21:34:20.007000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1407115423937335327', 'channel_id': '1407081468525805748', 'author': {'id': '1407101642209497158', 'username': 'Dengo_bot', 'avatar': None, 'discriminator': '0593', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4134918184087178548'}
[2025-08-19 02:34:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'webhook_id': '1355880297799090207', 'type': 0, 'tts': False, 'timestamp': '2025-08-18T21:34:20.048000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1407115424109301870', 'flags': 0, 'embeds': [{'type': 'rich', 'image': {'width': 600, 'url': 'https://cdn.discordapp.com/attachments/1355878926815072348/1407115424180736080/placeholder.png?ex=68a4eddc&is=68a39c5c&hm=f504c57d0020b5ff27fd7fa43bd4a136241675d61ad62f4cf44c4d5564d3b4af&', 'proxy_url': 'https://media.discordapp.net/attachments/1355878926815072348/1407115424180736080/placeholder.png?ex=68a4eddc&is=68a39c5c&hm=f504c57d0020b5ff27fd7fa43bd4a136241675d61ad62f4cf44c4d5564d3b4af&', 'placeholder_version': 1, 'placeholder': 'AAAAAYAAAAAAAAAAAAAAAAA=', 'height': 1, 'flags': 0, 'description': None, 'content_type': 'image/png'}, 'id': '1407115424109301871', 'description': 'Не удалось найти (и проверить) каналы: <#1357004915569852586>,<#1367449499643019364>\nВозможно доступ к каналу был утерян из за переопределения прав бота администрацией сервера. Данные будут удалены в течении 5 минут.', 'content_scan_version': 2, 'color': 16759676}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1355878926815072348', 'author': {'username': 'RC1:2', 'id': '1355880297799090207', 'global_name': None, 'discriminator': '0000', 'bot': True, 'avatar': None}, 'attachments': [], 'application_id': '894811786434469908', 'guild_id': '1355766444742148257'}}
[2025-08-19 02:34:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:34:19] [DEBUG   ] discord.client: Dispatching event message
[2025-08-19 02:34:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 7, 'op': 0, 'd': {'webhook_id': '1355880297799090207', 'type': 0, 'tts': False, 'timestamp': '2025-08-18T21:34:20.048000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1407115424109301870', 'flags': 0, 'embeds': [{'type': 'rich', 'image': {'width': 600, 'url': 'https://cdn.discordapp.com/attachments/1355878926815072348/1407115424180736080/placeholder.png?ex=68a4eddc&is=68a39c5c&hm=f504c57d0020b5ff27fd7fa43bd4a136241675d61ad62f4cf44c4d5564d3b4af&', 'proxy_url': 'https://media.discordapp.net/attachments/1355878926815072348/1407115424180736080/placeholder.png?ex=68a4eddc&is=68a39c5c&hm=f504c57d0020b5ff27fd7fa43bd4a136241675d61ad62f4cf44c4d5564d3b4af&', 'placeholder_version': 1, 'placeholder': 'AAAAAYAAAAAAAAAAAAAAAAA=', 'height': 1, 'flags': 0, 'description': None, 'content_type': 'image/png'}, 'id': '1407115424109301871', 'description': 'Не удалось найти (и проверить) каналы: <#1357004915569852586>,<#1367449499643019364>\nВозможно доступ к каналу был утерян из за переопределения прав бота администрацией сервера. Данные будут удалены в течении 5 минут.', 'content_scan_version': 2, 'color': 16759676}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1355878926815072348', 'author': {'username': 'RC1:2', 'id': '1355880297799090207', 'global_name': None, 'discriminator': '0000', 'bot': True, 'avatar': None}, 'attachments': [], 'application_id': '894811786434469908', 'guild_id': '1355766444742148257'}}
[2025-08-19 02:34:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:34:19] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-08-19 02:34:19] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-08-19 02:34:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 8, 'op': 0, 'd': {'member': {'user': {'username': '0001956', 'public_flags': 0, 'primary_guild': None, 'id': '493116034686124042', 'global_name': 'Смерть в нищите', 'display_name_styles': None, 'display_name': 'Смерть в нищите', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '1a0922d243c1694f38c39957a2831f43'}, 'roles': ['1355879429624172565'], 'premium_since': None, 'pending': False, 'nick': 'Xvideos', 'mute': False, 'joined_at': '2025-03-30T04:51:49.549000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '493116034686124042', 'suppress': False, 'session_id': 'd1bdb0a15d956b30233dea5955e2ceb9', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1355766444742148257', 'discoverable': True, 'deaf': False, 'channel_id': '1369862765308805284'}}
[2025-08-19 02:34:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:34:19] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-08-19 02:34:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-18T21:34:21.100000+00:00', 'pinned': False, 'nonce': '3207460903575249505', 'mentions': [{'username': '0001956', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1355879429624172565'], 'premium_since': None, 'pending': False, 'nick': 'Xvideos', 'mute': False, 'joined_at': '2025-03-30T04:51:49.549000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '493116034686124042', 'global_name': 'Смерть в нищите', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '1a0922d243c1694f38c39957a2831f43'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1355879915500605481', '1407103107795521722'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-18T20:45:23.715000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1407115428521709669', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!join <@493116034686124042>', 'components': [], 'channel_type': 0, 'channel_id': '1407081468525805748', 'author': {'username': 'Dengo_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1407101642209497158', 'global_name': None, 'display_name_styles': None, 'discriminator': '0593', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1355766444742148257'}}
[2025-08-19 02:34:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:34:20] [DEBUG   ] discord.client: Dispatching event message
[2025-08-19 02:34:20] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1407081468525805748/messages with {"content":"!join <@493116034686124042>","components":[],"nonce":"3207460903575249505","enforce_nonce":true,"tts":false} has returned 200
[2025-08-19 02:34:20] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1407081468525805748/messages has received {'type': 0, 'content': '!join <@493116034686124042>', 'mentions': [{'id': '493116034686124042', 'username': '0001956', 'avatar': '1a0922d243c1694f38c39957a2831f43', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Смерть в нищите', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-18T21:34:21.100000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1407115428521709669', 'channel_id': '1407081468525805748', 'author': {'id': '1407101642209497158', 'username': 'Dengo_bot', 'avatar': None, 'discriminator': '0593', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '3207460903575249505'}
[2025-08-19 02:34:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'webhook_id': '1355880297799090207', 'type': 0, 'tts': False, 'timestamp': '2025-08-18T21:34:21.303000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1407115429373149256', 'flags': 0, 'embeds': [{'type': 'rich', 'image': {'width': 600, 'url': 'https://cdn.discordapp.com/attachments/1355878926815072348/1407115429440127159/placeholder.png?ex=68a4eddd&is=68a39c5d&hm=42b607e5567185720265f31b7263a18d8dd0c8afa271fe3e5520aa9a528ca259&', 'proxy_url': 'https://media.discordapp.net/attachments/1355878926815072348/1407115429440127159/placeholder.png?ex=68a4eddd&is=68a39c5d&hm=42b607e5567185720265f31b7263a18d8dd0c8afa271fe3e5520aa9a528ca259&', 'placeholder_version': 1, 'placeholder': 'AAAAAYAAAAAAAAAAAAAAAAA=', 'height': 1, 'flags': 0, 'description': None, 'content_type': 'image/png'}, 'id': '1407115429373149260', 'description': 'Не удалось найти (и проверить) каналы: <#1367449499643019364>,<#1357004915569852586>\nВозможно доступ к каналу был утерян из за переопределения прав бота администрацией сервера. Данные будут удалены в течении 5 минут.', 'content_scan_version': 2, 'color': 16759676}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1355878926815072348', 'author': {'username': 'RC1:2', 'id': '1355880297799090207', 'global_name': None, 'discriminator': '0000', 'bot': True, 'avatar': None}, 'attachments': [], 'application_id': '894811786434469908', 'guild_id': '1355766444742148257'}}
[2025-08-19 02:34:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:34:20] [DEBUG   ] discord.client: Dispatching event message
[2025-08-19 02:34:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 11, 'op': 0, 'd': {'webhook_id': '1355880297799090207', 'type': 0, 'tts': False, 'timestamp': '2025-08-18T21:34:21.303000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1407115429373149256', 'flags': 0, 'embeds': [{'type': 'rich', 'image': {'width': 600, 'url': 'https://cdn.discordapp.com/attachments/1355878926815072348/1407115429440127159/placeholder.png?ex=68a4eddd&is=68a39c5d&hm=42b607e5567185720265f31b7263a18d8dd0c8afa271fe3e5520aa9a528ca259&', 'proxy_url': 'https://media.discordapp.net/attachments/1355878926815072348/1407115429440127159/placeholder.png?ex=68a4eddd&is=68a39c5d&hm=42b607e5567185720265f31b7263a18d8dd0c8afa271fe3e5520aa9a528ca259&', 'placeholder_version': 1, 'placeholder': 'AAAAAYAAAAAAAAAAAAAAAAA=', 'height': 1, 'flags': 0, 'description': None, 'content_type': 'image/png'}, 'id': '1407115429373149260', 'description': 'Не удалось найти (и проверить) каналы: <#1367449499643019364>,<#1357004915569852586>\nВозможно доступ к каналу был утерян из за переопределения прав бота администрацией сервера. Данные будут удалены в течении 5 минут.', 'content_scan_version': 2, 'color': 16759676}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1355878926815072348', 'author': {'username': 'RC1:2', 'id': '1355880297799090207', 'global_name': None, 'discriminator': '0000', 'bot': True, 'avatar': None}, 'attachments': [], 'application_id': '894811786434469908', 'guild_id': '1355766444742148257'}}
[2025-08-19 02:34:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:34:20] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-08-19 02:34:20] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-08-19 02:34:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 12, 'op': 0, 'd': {'user': {'username': 'momjj', 'public_flags': 0, 'primary_guild': None, 'id': '544436544681934870', 'global_name': 'Momjj', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'f8dfed309e0d146bce3d0441baa512f6'}, 'unusual_dm_activity_until': None, 'roles': ['1355876269056721057', '1404053795087843359'], 'premium_since': None, 'pending': False, 'nick': 'Джеймс маркарян', 'joined_at': '2025-03-30T13:35:31.160000+00:00', 'guild_id': '1355766444742148257', 'flags': 0, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2025-08-19 02:34:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:34:44] [DEBUG   ] discord.client: Dispatching event member_update
[2025-08-19 02:34:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 13, 'op': 0, 'd': {'user_id': '493116034686124042', 'target_id': '544436544681934870', 'id': '1407115530824974451', 'changes': [{'new_value': [{'name': 'Active', 'id': '1407089794240090263'}], 'key': '$remove'}], 'action_type': 25, 'guild_id': '1355766444742148257'}}
[2025-08-19 02:34:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:34:44] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2025-08-19 02:35:00] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-08-19 02:35:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 02:35:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-18T21:35:39.031000+00:00', 'pinned': False, 'nonce': '1407115818654760960', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1355897340447162640', '1404053795087843359'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-04-15T13:54:14.702000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1407115755388141669', 'flags': 0, 'embeds': [{'video': {'width': 480, 'url': 'https://i.imgur.com/saOsvnz.mp4', 'proxy_url': 'https://images-ext-1.discordapp.net/external/l6jEsm_RLmQ8JQsUYkZdnJ1xuhub1zbL6kzyFn872IM/https/i.imgur.com/saOsvnz.mp4', 'placeholder_version': 1, 'placeholder': 'mygKDAKu5Hv0l2g4VocEdGRARw==', 'height': 816, 'flags': 0}, 'url': 'https://imgur.com/saOsvnz', 'type': 'gifv', 'thumbnail': {'width': 603, 'url': 'https://i.imgur.com/saOsvnzh.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/9CMIyUg7tbG98sSwXbyHKufgkaPvlzeiMXIHfDH7juk/https/i.imgur.com/saOsvnzh.jpg', 'placeholder_version': 1, 'placeholder': 'WygKDAKt5Hv0l2g4VocEdGRARw==', 'height': 1024, 'flags': 0, 'content_type': 'image/jpeg'}, 'provider': {'url': 'https://imgur.com', 'name': 'Imgur'}, 'id': '1407115755388141670', 'content_scan_version': 2}], 'edited_timestamp': None, 'content': 'https://imgur.com/saOsvnz', 'components': [], 'channel_type': 2, 'channel_id': '1366377932271911003', 'author': {'username': 'naritol', 'public_flags': 64, 'primary_guild': {'tag': '/ff', 'identity_guild_id': '681925602747351080', 'identity_enabled': True, 'badge': '375225c901cf794e7a7366fb11c9fc04'}, 'id': '645544882907381760', 'global_name': 'Naritol', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': '/ff', 'identity_guild_id': '681925602747351080', 'identity_enabled': True, 'badge': '375225c901cf794e7a7366fb11c9fc04'}, 'avatar_decoration_data': None, 'avatar': 'de783dcbc00ced78d6aae3a5ab842f68'}, 'attachments': [], 'guild_id': '1355766444742148257'}}
[2025-08-19 02:35:38] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:35:38] [DEBUG   ] discord.client: Dispatching event message
[2025-08-19 02:35:41] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-08-19 02:35:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-19 02:35:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 15, 'op': 0, 'd': {'user_id': '544436544681934870', 'timestamp': 1755552944, 'member': {'user': {'username': 'momjj', 'public_flags': 0, 'primary_guild': None, 'id': '544436544681934870', 'global_name': 'Momjj', 'display_name_styles': None, 'display_name': 'Momjj', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'f8dfed309e0d146bce3d0441baa512f6'}, 'roles': ['1355876269056721057', '1404053795087843359'], 'premium_since': None, 'pending': False, 'nick': 'Джеймс маркарян', 'mute': False, 'joined_at': '2025-03-30T13:35:31.160000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1407044802889125908', 'guild_id': '1355766444742148257'}}
[2025-08-19 02:35:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:35:43] [DEBUG   ] discord.client: Dispatching event typing
[2025-08-19 02:35:43] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-08-19 02:35:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-18T21:35:44.949000+00:00', 'pinned': False, 'nonce': '1407115778968256512', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1355876269056721057', '1404053795087843359'], 'premium_since': None, 'pending': False, 'nick': 'Джеймс маркарян', 'mute': False, 'joined_at': '2025-03-30T13:35:31.160000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1407115780209770498', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!баланс', 'components': [], 'channel_type': 0, 'channel_id': '1407044802889125908', 'author': {'username': 'momjj', 'public_flags': 0, 'primary_guild': None, 'id': '544436544681934870', 'global_name': 'Momjj', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'f8dfed309e0d146bce3d0441baa512f6'}, 'attachments': [], 'guild_id': '1355766444742148257'}}
[2025-08-19 02:35:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:35:44] [DEBUG   ] discord.client: Dispatching event message
[2025-08-19 02:35:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-08-18T21:35:45.318000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2025-08-18T21:35:44.949000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1407115780209770498', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!баланс', 'components': [], 'channel_id': '1407044802889125908', 'author': {'username': 'momjj', 'public_flags': 0, 'primary_guild': None, 'id': '544436544681934870', 'global_name': 'Momjj', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'f8dfed309e0d146bce3d0441baa512f6'}, 'attachments': []}, 'pinned': False, 'nonce': '581551876989254371', 'message_reference': {'type': 0, 'message_id': '1407115780209770498', 'guild_id': '1355766444742148257', 'channel_id': '1407044802889125908'}, 'mentions': [{'username': 'momjj', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1355876269056721057', '1404053795087843359'], 'premium_since': None, 'pending': False, 'nick': 'Джеймс маркарян', 'mute': False, 'joined_at': '2025-03-30T13:35:31.160000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '544436544681934870', 'global_name': 'Momjj', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'f8dfed309e0d146bce3d0441baa512f6'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1356524957269626953', '1355879915500605481'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-04-01T07:05:52.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1407115781757735002', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@544436544681934870>, ваш баланс: **** монет.', 'components': [], 'channel_type': 0, 'channel_id': '1407044802889125908', 'author': {'username': 'JuniperBot', 'public_flags': 65536, 'primary_guild': None, 'id': '310848622642069504', 'global_name': None, 'display_name_styles': None, 'discriminator': '6999', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a_8d8a8fc15ddbb3f63d9e4c2451be0798'}, 'attachments': [], 'guild_id': '1355766444742148257'}}
[2025-08-19 02:35:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:35:44] [DEBUG   ] discord.client: Dispatching event message
[2025-08-19 02:36:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 18, 'op': 0, 'd': {'user_id': '544436544681934870', 'timestamp': 1755552962, 'member': {'user': {'username': 'momjj', 'public_flags': 0, 'primary_guild': None, 'id': '544436544681934870', 'global_name': 'Momjj', 'display_name_styles': None, 'display_name': 'Momjj', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'f8dfed309e0d146bce3d0441baa512f6'}, 'roles': ['1355876269056721057', '1404053795087843359'], 'premium_since': None, 'pending': False, 'nick': 'Джеймс маркарян', 'mute': False, 'joined_at': '2025-03-30T13:35:31.160000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1407044802889125908', 'guild_id': '1355766444742148257'}}
[2025-08-19 02:36:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-19 02:36:01] [DEBUG   ] discord.client: Dispatching event typing
[2025-08-19 02:36:01] [DEBUG   ] discord.client: Dispatching event raw_typing
